Winter,Date,Canton,Community,Starting.zone,url,Elevation..m.,Aspect,Activity,Victims..caught..buried.,Danger..level,mon,Fatalities,deg,degjit,activity,lat,long
2008/09,12/21/08,VS,Chandolin,Illhorn,http://map.geo.admin.ch/?Y=612982&X=123058&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2447,W,2,"1 (2, 1)",3,December,1,270,264.4487053,Off-piste skiing/boarding,46.25882333,7.607001121
2008/09,12/14/08,AI,Schwende,Alp Sigel,http://map.geo.admin.ch/?Y=752170&X=238140&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1570,SE,1,"1 (2, 0)",3,December,1,135,136.5559252,Backcountry touring,47.27660632,9.449965158
2008/09,12/14/08,VS,Trient,Les Charcotins / Pointe Ronde/ Secteur des Barres “Les Charcotins”,http://map.geo.admin.ch/?Y=567450&X=98575&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,SW,1,"1 (3, 1)",3,December,1,225,227.2212994,Backcountry touring,46.03792713,7.018199449
2008/09,12/8/08,VS,Nendaz,Mont Fort / Lac du Grand D_sert,http://map.geo.admin.ch/?Y=591787&X=103949&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2743,NE,2,"1 (3, 1)",3,December,1,45,49.82268165,Off-piste skiing/boarding,46.08700286,7.332457708
2008/09,11/26/08,VD,Ormont Dessous,Les Diablerets,http://map.geo.admin.ch/?Y=583080&X=131400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2780,WNW,2,"1 (1, 1)",2,November,1,292.5,287.3989666,Off-piste skiing/boarding,46.33377685,7.218898671
2007/08,5/6/08,UR,Untersch_chen,Windeggen-Tunnel / Klausenpassstrasse,http://map.geo.admin.ch/?Y=703780&X=192135&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1590,S,3,"1 (2, 0)",1,May,1,180,181.5635283,Transportation corridors,46.87223699,8.799970067
2007/08,5/3/08,AI,Schwende,Wildkirchli / Alp Obere Bommern,http://map.geo.admin.ch/?Y=749451&X=239216&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1450,E,1,"1 (1, 0)",2,May,1,90,85.90187541,Backcountry touring,47.28690259,9.414399308
2007/08,4/19/08,VS,Val d’Illiez,Couloir des Doigts / Dents-du-Midi,http://map.geo.admin.ch/?Y=560220&X=112400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2950,NW,1,"1 (3, 0)",2,April,1,315,308.5081145,Backcountry touring,46.16189992,6.923643
2007/08,4/16/08,GR,Poschiavo,Piz Paradisin,http://map.geo.admin.ch/?Y=805530&X=144950&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3060,SW,1,"1 (4, 2)",2,April,1,225,229.6342026,Backcountry touring,46.42437261,10.1127908
2007/08,3/18/08,GR,BergŸn,Piz Bleis Marscha,http://map.geo.admin.ch/?Y=774890&X=160150&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3110,ENE,1,"1 (1, 1)",2,March,1,67.5,67.00008925,Backcountry touring,46.56974207,9.72013323
2007/08,1/19/08,VS,Zermatt,Tufterchumme / Skigebiet “Rothorn paradise”,http://map.geo.admin.ch/?Y=628010&X=98440&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3100,SW,3,"1 (3, 1)",3,January,1,225,229.7341736,Transportation corridors,46.03691625,7.800426189
2007/08,1/15/08,VS,Zermatt,Mittelritz / Hoht_lli / Ritzengrat,http://map.geo.admin.ch/?Y=626600&X=94370&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2520,NE,2,"1 (1, 1)",3,January,1,45,40.24632571,Off-piste skiing/boarding,46.00036231,7.781984399
2007/08,1/13/08,GR,Pontresina,Diavolezza - Persgletscher,http://map.geo.admin.ch/?Y=794190&X=142870&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2830,SW,1,"1 (1, 1)",4,January,1,225,228.2246154,Backcountry touring,46.4090524,9.964480917
2007/08,1/13/08,GR,Klosters-Serneus,Schwarzhorn / Skigebiet Parsenn,http://map.geo.admin.ch/?Y=780920&X=191190&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2480,WNW,2,"1 (3, 2)",3,January,1,292.5,286.7251606,Off-piste skiing/boarding,46.84723073,9.81099698
2007/08,1/3/08,BE,Lenk,Ammertent_li / Ammerten Schafberg,http://map.geo.admin.ch/?Y=606375&X=141060&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,NNE,1,"1 (1, 1)",2,January,1,22.5,18.85851593,Backcountry touring,46.4208573,7.52156152
2007/08,12/4/07,FR,Grandvillard / Bas Intyamon,Tsermon,http://map.geo.admin.ch/?Y=577170&X=154560&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1970,N,1,"1 (1, 1)",3,December,1,0,1.439541394,Backcountry touring,46.54193899,7.14100607
2006/07,7/12/07,BE,Lauterbrunnen,Jungfrau / Rottalsattel,http://map.geo.admin.ch/?Y=640275&X=153890&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,4000,SE,1,"6 (14, 0)",NA,July,6,135,133.8025998,Backcountry touring,46.53508965,7.963632321
2006/07,3/25/07,OW,Engelberg,Galtiberg / Titlis,http://map.geo.admin.ch/?Y=675645&X=181984&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2500,NW,2,"1 (1, 1)",3,March,1,315,309.6872465,Off-piste skiing/boarding,46.78472717,8.429274797
2006/07,3/25/07,GR,Susch,Chilbiritzenspitz / GrialetschŸtte,http://map.geo.admin.ch/?Y=792475&X=176145&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2620,N,1,"1 (1, 1)",2,March,1,0,3.072579637,Backcountry touring,46.70872127,9.956082032
2006/07,3/24/07,VS,Mollens,Mont Bonvin / Plaine Morte / Skigebiet Montana,http://map.geo.admin.ch/?Y=606150&X=135090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2460,E,2,"1 (4, 1)",3,March,1,90,92.75887267,Off-piste skiing/boarding,46.36715556,7.51855571
2006/07,3/12/07,VS,Zermatt,Stockhorn / Triftji / verlorenes Tal,http://map.geo.admin.ch/?Y=630120&X=94500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2740,NW,1,"1 (1, 1)",2,March,1,315,313.5526119,Backcountry touring,46.00138403,7.827427395
2006/07,3/10/07,VS,Savièse,Col du Brochet / GeltenlŸcke,http://map.geo.admin.ch/?Y=593500&X=132600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2800,NNW,1,"1 (3, 2)",2,March,1,337.5,332.2619604,Backcountry touring,46.34475319,7.354205338
2006/07,3/4/07,GR,Klosters Serneus,Gmeinb_den / Casanna / Parsenn,http://map.geo.admin.ch/?Y=781250&X=192370&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2440,NE,2,"1 (1, 1)",3,March,1,45,45.1686522,Off-piste skiing/boarding,46.85775055,9.815790509
2006/07,3/4/07,VS,Zermatt,Hoht_lli / Gornergrat,http://map.geo.admin.ch/?Y=628070&X=93100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3220,W,2,"1 (1, 1)",3,March,1,270,269.7228655,Off-piste skiing/boarding,45.98887887,7.800882947
2006/07,3/4/07,VD,Chateau d’Oex,La Pare / La Tournette / La Para,http://map.geo.admin.ch/?Y=578070&X=136850&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,NE,1,"1 (2, 1)",3,March,1,45,39.94792221,Backcountry touring,46.38265779,7.153577703
2006/07,2/16/07,VS,Anniviers,Roc d’Orzival / Grimentz,http://map.geo.admin.ch/?Y=607830&X=116300&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2660,E,2,"1 (1, 1)",3,February,1,90,87.88535552,Off-piste skiing/boarding,46.19811097,7.540071546
2006/07,2/14/07,VS,Bagnes,Tête de la Payanne,http://map.geo.admin.ch/?Y=581310&X=98660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NNW,2,"2 (2, 2)",3,February,2,337.5,331.3823904,Off-piste skiing/boarding,46.03921736,7.197219582
2006/07,2/13/07,VD,Leysin,Berneuse / Joux d’Ai,http://map.geo.admin.ch/?Y=566494&X=134416&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,ESE,2,"1 (1, 1)",3,February,1,112.5,109.893668,Off-piste skiing/boarding,46.36028478,7.003283888
2006/07,1/8/07,SG,Mels,Wildsee / Pizol,http://map.geo.admin.ch/?Y=749130&X=203980&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2570,W,1,"1 (1, 1)",3,January,1,270,266.3567941,Backcountry touring,46.97013067,9.398522125
2006/07,1/6/07,GR,S chanf,Piz Punt Ota,http://map.geo.admin.ch/?Y=796250&X=170725&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2090,ENE,1,"1 (1, 1)",3,January,1,67.5,72.53582521,Backcountry touring,46.65889141,10.00310358
2006/07,1/1/07,BE,Lauenen,Lauenensee / Feissenberg / Follhore,http://map.geo.admin.ch/?Y=592870&X=136660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,W,1,"1 (2, 1)",3,January,1,270,271.1076076,Backcountry touring,46.38126899,7.345959677
2005/06,3/19/06,VS,Bourg Saint Pierre,Gorge de la Menouve (Skigebiet Super Saint-Bernard),http://map.geo.admin.ch/?Y=581390&X=83020&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2010,NNW,2,"1 (2, 1)",2,March,1,337.5,341.4094331,Off-piste skiing/boarding,45.89853311,7.198869793
2005/06,3/17/06,GR,Susch,Grialetsch,http://map.geo.admin.ch/?Y=792765&X=175870&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2635,NNE,1,"1 (4, 1)",3,March,1,22.5,20.44430395,Backcountry touring,46.70616502,9.959756806
2005/06,3/14/06,BE,Hasliberg,Winterhalde / K_serstatt,http://map.geo.admin.ch/?Y=660250&X=178520&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1950,N,2,"1 (3, 3)",3,March,1,0,-1.934494096,Off-piste skiing/boarding,46.75513863,8.227223182
2005/06,3/13/06,GR,Davos,Leidbach (Skigebiet Rinerhorn),http://map.geo.admin.ch/?Y=780870&X=178225&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2330,WSW,2,"1 (2, 1)",3,March,1,247.5,249.6679602,Off-piste skiing/boarding,46.73067181,9.805212164
2005/06,3/10/06,BE,Adelboden,Chlusi / GeissbŸel,http://map.geo.admin.ch/?Y=606080&X=144200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1980,WNW,2,"1 (1, 1)",3,March,1,292.5,298.9549322,Off-piste skiing/boarding,46.44910627,7.51776542
2005/06,3/7/06,VS,Zermatt,Hoht_lli / Gornergrat,http://map.geo.admin.ch/?Y=628180&X=93600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3000,N,2,"1 (2, 1)",3,March,1,0,2.239150305,Off-piste skiing/boarding,45.99337193,7.802332372
2005/06,3/6/06,BE,Lauterbrunnen,Schilthorn,http://map.geo.admin.ch/?Y=630960&X=156220&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2720,ESE,2,"1 (1, 0)",3,March,1,112.5,116.0090907,Off-piste skiing/boarding,46.55654477,7.842367607
2005/06,3/4/06,VD,Ormont Dessus,La Palette (Skigebiet Isenau),http://map.geo.admin.ch/?Y=581500&X=135080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,WNW,1,"1 (2, 1)",4,March,1,292.5,290.4062719,Backcountry touring,46.36683891,7.198233095
2005/06,2/25/06,VS,Zermatt,Hoht_lli / Gornergrat,http://map.geo.admin.ch/?Y=626900&X=93020&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2960,NNE,2,"1 (1, 1)",3,February,1,22.5,22.68901541,Off-piste skiing/boarding,45.9882068,7.785779643
2005/06,2/23/06,GR,Tujetsch,Vanatsch / Sedrun,http://map.geo.admin.ch/?Y=703440&X=167260&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,W,1,"1 (1, 1)",3,February,1,270,267.2546037,Backcountry touring,46.64856165,8.789891841
2005/06,2/22/06,VS,Collombey Muraz,Pointe de Bellevue - Combe de Dreveneuse,http://map.geo.admin.ch/?Y=557650&X=123135&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,NNW,1,"1 (1, 1)",2,February,1,337.5,336.9511635,Backcountry touring,46.25830834,6.889400308
2005/06,2/21/06,VS,Orsières,Skigebiet La Fouly,http://map.geo.admin.ch/?Y=574895&X=86650&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2060,N,2,"1 (1, 1)",3,February,1,0,1.396523842,Off-piste skiing/boarding,45.93097607,7.114997664
2005/06,2/20/06,GR,Disentis Must_r,Val Acletta,http://map.geo.admin.ch/?Y=704715&X=174299&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2110,N,2,"3 (4, 3)",3,February,3,0,-6.296756831,Off-piste skiing/boarding,46.71167278,8.808148933
2005/06,2/19/06,VS,Zermatt,Mittelritz / Skigebiet Gornergrat,http://map.geo.admin.ch/?Y=627200&X=93900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2820,NW,2,"1 (1, 1)",3,February,1,315,308.4058412,Off-piste skiing/boarding,45.99611065,7.789701841
2005/06,2/19/06,GR,Poschiavo,Caral / Selva,http://map.geo.admin.ch/?Y=798975&X=130000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2140,NE,1,"1 (1, 1)",3,February,1,45,38.74181327,Backcountry touring,46.29193931,10.02116243
2005/06,1/30/06,GR,Riom Parsonz,Skigebiet Savognin,http://map.geo.admin.ch/?Y=760770&X=158800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2170,NNE,2,"1 (1, 1)",2,January,1,22.5,22.92588084,Off-piste skiing/boarding,46.56114643,9.535554802
2005/06,1/21/06,SG,Quarten,S_chsmoor / Skigebiet Flumserberg,http://map.geo.admin.ch/?Y=736289&X=214918&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,NNW,2,"1 (4, 1)",3,January,1,337.5,341.8173887,Off-piste skiing/boarding,47.07125393,9.233112299
2005/06,1/21/06,BE,RŸschegg,Ochsen - Stierenberg (Gantrisch),http://map.geo.admin.ch/?Y=597630&X=172375&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1835,NNW,1,"1 (1, 1)",3,January,1,337.5,339.2815033,Backcountry touring,46.70257996,7.407648046
2005/06,1/20/06,OW/LU,Giswil / FlŸhli,Brienzer Rothorn / Tagweid,http://map.geo.admin.ch/?Y=647330&X=182660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2020,NNE,2,"1 (2, 1)",3,January,1,22.5,22.71957403,Off-piste skiing/boarding,46.79342108,8.058554948
2005/06,1/8/06,VD,Bex,Le Pacheu,http://map.geo.admin.ch/?Y=577720&X=121540&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2710,WSW,1,"1 (2, 1)",2,January,1,247.5,244.7691313,Backcountry touring,46.24492446,7.149760653
2005/06,1/3/06,VS,Nendaz,Bec des Etagnes,http://map.geo.admin.ch/?Y=591150&X=104480&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2850,N,2,"1 (1, 1)",3,January,1,0,6.353324733,Off-piste skiing/boarding,46.0917714,7.324212434
2005/06,12/30/05,GR,Zuoz,Piz Griatschouls / Val d’Urezza,http://map.geo.admin.ch/?Y=792130&X=166510&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2680,SE,1,"1 (1, 1)",2,December,1,135,134.9513062,Backcountry touring,46.62219321,9.947541333
2004/05,4/22/05,VS,Bagnes,Mont Rogneux,http://map.geo.admin.ch/?Y=583880&X=95375&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3050,NNE,1,"1 (3, 1)",3,April,1,22.5,20.61868541,Backcountry touring,46.00973376,7.230528414
2004/05,4/21/05,VS,H_r_mence,Bec de la Montau,http://map.geo.admin.ch/?Y=592950&X=108640&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,N,1,"2 (4, 3)",2,April,2,0,5.628672608,Backcountry touring,46.12921383,7.347422757
2004/05,3/14/05,GL,Obstalden,Meerenboden / Tugsteinhorn,http://map.geo.admin.ch/?Y=731200&X=215420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1780,NW,1,"3 (3, 3)",3,March,3,315,308.3197962,Backcountry touring,47.07679548,9.166274169
2004/05,3/13/05,SG,Alt St Johann,Neuenalp / Alp Unterstofel,http://map.geo.admin.ch/?Y=737700&X=229280&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1350,NW,1,"1 (1, 1)",3,March,1,315,314.278819,Backcountry touring,47.20011216,9.256063751
2004/05,3/12/05,BE,Grindelwald,Gemschberg,http://map.geo.admin.ch/?Y=649430&X=169310&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,SSE,1,"1 (2, 1)",2,March,1,157.5,150.6297942,Backcountry touring,46.67318311,8.084619745
2004/05,3/10/05,GR,Siat,Crap Sais / Val da Siat,http://map.geo.admin.ch/?Y=730420&X=189210&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2010,SE,2,"1 (1, 1)",3,March,1,135,128.7476199,Off-piste skiing/boarding,46.84124168,9.148485259
2004/05,3/10/05,VS,Saas Fee,Feegletscher / L_ngfluh,http://map.geo.admin.ch/?Y=634360&X=102670&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3290,ENE,1,"1 (1, 1)",3,March,1,67.5,62.04641935,Backcountry touring,46.07467323,7.882752876
2004/05,2/25/05,VS,Saint Gingolph,Rochers de la Croix / Vallon de Novel,http://map.geo.admin.ch/?Y=550440&X=134450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1460,WNW,1,"2 (3, 2)",3,February,2,292.5,293.5924865,Backcountry touring,46.3595977,6.794693914
2004/05,2/20/05,GR,Churwalden,Churer Joch / Tschiertschen,http://map.geo.admin.ch/?Y=762370&X=186190&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1930,WNW,2,"1 (2, 1)",3,February,1,292.5,289.232144,Off-piste skiing/boarding,46.80705673,9.566102344
2004/05,2/8/05,GR,Vals,Selva Alp / Inder Rossbodma,http://map.geo.admin.ch/?Y=734075&X=161490&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1940,NNE,1,"1 (1, 1)",2,February,1,22.5,25.40002391,Backcountry touring,46.59122281,9.188283152
2004/05,2/6/05,GR,Madulain,Muntischè,http://map.geo.admin.ch/?Y=789320&X=163100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2470,ENE,1,"2 (2, 2)",3,February,2,67.5,61.94330256,Backcountry touring,46.59233593,9.90946903
2004/05,2/5/05,GR,Klosters Serneus,Gatschieferspitz,http://map.geo.admin.ch/?Y=790070&X=189980&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2485,N,1,"1 (1, 1)",3,February,1,0,-2.610806901,Backcountry touring,46.83380039,9.930396488
2004/05,2/5/05,GR,Davos,Leidbachfurgga,http://map.geo.admin.ch/?Y=782170&X=176400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2805,NW,1,"1 (2, 2)",3,February,1,315,308.4719123,Backcountry touring,46.71390865,9.821486004
