Winter,Date,Canton,Community,Starting zone,url,Elevation (m),Aspect,Activity,"Victims (caught, buried)",Danger- level
2006/07,14-Feb-07,VS,Bagnes,Tête de la Payanne,http://map.geo.admin.ch/?Y=581310&X=98660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NNW,2,"2 (2, 2)",3
2006/07,13-Feb-07,VD,Leysin,Berneuse / Joux díAi,http://map.geo.admin.ch/?Y=566494&X=134416&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,ESE,2,"1 (1, 1)",3
2006/07,8-Jan-07,SG,Mels,Wildsee / Pizol,http://map.geo.admin.ch/?Y=749130&X=203980&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2570,W,1,"1 (1, 1)",3
2006/07,6-Jan-07,GR,S chanf,Piz Punt Ota,http://map.geo.admin.ch/?Y=796250&X=170725&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2090,ENE,1,"1 (1, 1)",3
2006/07,1-Jan-07,BE,Lauenen,Lauenensee / Feissenberg / Follhore,http://map.geo.admin.ch/?Y=592870&X=136660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,W,1,"1 (2, 1)",3
2005/06,19-Mar-06,VS,Bourg Saint Pierre,Gorge de la Menouve (Skigebiet Super Saint-Bernard),http://map.geo.admin.ch/?Y=581390&X=83020&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2010,NNW,2,"1 (2, 1)",2
2005/06,17-Mar-06,GR,Susch,Grialetsch,http://map.geo.admin.ch/?Y=792765&X=175870&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2635,NNE,1,"1 (4, 1)",3
2005/06,14-Mar-06,BE,Hasliberg,Winterhalde / Käserstatt,http://map.geo.admin.ch/?Y=660250&X=178520&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1950,N,2,"1 (3, 3)",3
2005/06,13-Mar-06,GR,Davos,Leidbach (Skigebiet Rinerhorn),http://map.geo.admin.ch/?Y=780870&X=178225&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2330,WSW,2,"1 (2, 1)",3
2005/06,10-Mar-06,BE,Adelboden,Chlusi / Geissbüel,http://map.geo.admin.ch/?Y=606080&X=144200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1980,WNW,2,"1 (1, 1)",3
2005/06,7-Mar-06,VS,Zermatt,Hohtälli / Gornergrat,http://map.geo.admin.ch/?Y=628180&X=93600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3000,N,2,"1 (2, 1)",3
2005/06,6-Mar-06,BE,Lauterbrunnen,Schilthorn,http://map.geo.admin.ch/?Y=630960&X=156220&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2720,ESE,2,"1 (1, 0)",3
2005/06,4-Mar-06,VD,Ormont Dessus,La Palette (Skigebiet Isenau),http://map.geo.admin.ch/?Y=581500&X=135080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,WNW,1,"1 (2, 1)",4
2005/06,25-Feb-06,VS,Zermatt,Hohtälli / Gornergrat,http://map.geo.admin.ch/?Y=626900&X=93020&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2960,NNE,2,"1 (1, 1)",3
2005/06,23-Feb-06,GR,Tujetsch,Vanatsch / Sedrun,http://map.geo.admin.ch/?Y=703440&X=167260&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,W,1,"1 (1, 1)",3
2005/06,22-Feb-06,VS,Collombey Muraz,Pointe de Bellevue - Combe de Dreveneuse,http://map.geo.admin.ch/?Y=557650&X=123135&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,NNW,1,"1 (1, 1)",2
2005/06,21-Feb-06,VS,Orsières,Skigebiet La Fouly,http://map.geo.admin.ch/?Y=574895&X=86650&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2060,N,2,"1 (1, 1)",3
2005/06,20-Feb-06,GR,Disentis Mustér,Val Acletta,http://map.geo.admin.ch/?Y=704715&X=174299&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2110,N,2,"3 (4, 3)",3
2005/06,19-Feb-06,VS,Zermatt,Mittelritz / Skigebiet Gornergrat,http://map.geo.admin.ch/?Y=627200&X=93900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2820,NW,2,"1 (1, 1)",3
2005/06,19-Feb-06,GR,Poschiavo,Caral / Selva,http://map.geo.admin.ch/?Y=798975&X=130000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2140,NE,1,"1 (1, 1)",3
2005/06,30-Jan-06,GR,Riom Parsonz,Skigebiet Savognin,http://map.geo.admin.ch/?Y=760770&X=158800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2170,NNE,2,"1 (1, 1)",2
2005/06,21-Jan-06,SG,Quarten,Sächsmoor / Skigebiet Flumserberg,http://map.geo.admin.ch/?Y=736289&X=214918&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,NNW,2,"1 (4, 1)",3
2005/06,21-Jan-06,BE,Rüschegg,Ochsen - Stierenberg (Gantrisch),http://map.geo.admin.ch/?Y=597630&X=172375&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1835,NNW,1,"1 (1, 1)",3
2005/06,20-Jan-06,OW/LU,Giswil / Flühli,Brienzer Rothorn / Tagweid,http://map.geo.admin.ch/?Y=647330&X=182660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2020,NNE,2,"1 (2, 1)",3
2005/06,8-Jan-06,VD,Bex,Le Pacheu,http://map.geo.admin.ch/?Y=577720&X=121540&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2710,WSW,1,"1 (2, 1)",2
2005/06,3-Jan-06,VS,Nendaz,Bec des Etagnes,http://map.geo.admin.ch/?Y=591150&X=104480&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2850,N,2,"1 (1, 1)",3
2005/06,30-Dec-05,GR,Zuoz,Piz Griatschouls / Val díUrezza,http://map.geo.admin.ch/?Y=792130&X=166510&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2680,SE,1,"1 (1, 1)",2
2004/05,22-Apr-05,VS,Bagnes,Mont Rogneux,http://map.geo.admin.ch/?Y=583880&X=95375&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3050,NNE,1,"1 (3, 1)",3
2004/05,21-Apr-05,VS,Hérémence,Bec de la Montau,http://map.geo.admin.ch/?Y=592950&X=108640&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,N,1,"2 (4, 3)",2
2004/05,14-Mar-05,GL,Obstalden,Meerenboden / Tugsteinhorn,http://map.geo.admin.ch/?Y=731200&X=215420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1780,NW,1,"3 (3, 3)",3
2004/05,13-Mar-05,SG,Alt St Johann,Neuenalp / Alp Unterstofel,http://map.geo.admin.ch/?Y=737700&X=229280&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1350,NW,1,"1 (1, 1)",3
2004/05,12-Mar-05,BE,Grindelwald,Gemschberg,http://map.geo.admin.ch/?Y=649430&X=169310&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,SSE,1,"1 (2, 1)",2
2004/05,10-Mar-05,GR,Siat,Crap Sais / Val da Siat,http://map.geo.admin.ch/?Y=730420&X=189210&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2010,SE,2,"1 (1, 1)",3
2004/05,10-Mar-05,VS,Saas Fee,Feegletscher / Längfluh,http://map.geo.admin.ch/?Y=634360&X=102670&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3290,ENE,1,"1 (1, 1)",3
2004/05,25-Feb-05,VS,Saint Gingolph,Rochers de la Croix / Vallon de Novel,http://map.geo.admin.ch/?Y=550440&X=134450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1460,WNW,1,"2 (3, 2)",3
2004/05,20-Feb-05,GR,Churwalden,Churer Joch / Tschiertschen,http://map.geo.admin.ch/?Y=762370&X=186190&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1930,WNW,2,"1 (2, 1)",3
2004/05,8-Feb-05,GR,Vals,Selva Alp / Inder Rossbodma,http://map.geo.admin.ch/?Y=734075&X=161490&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1940,NNE,1,"1 (1, 1)",2
2004/05,6-Feb-05,GR,Madulain,Muntischè,http://map.geo.admin.ch/?Y=789320&X=163100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2470,ENE,1,"2 (2, 2)",3
2004/05,5-Feb-05,GR,Klosters Serneus,Gatschieferspitz,http://map.geo.admin.ch/?Y=790070&X=189980&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2485,N,1,"1 (1, 1)",3
2004/05,5-Feb-05,GR,Davos,Leidbachfurgga,http://map.geo.admin.ch/?Y=782170&X=176400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2805,NW,1,"1 (2, 2)",3
2004/05,23-Jan-05,VS,Saas Fee,Ritzi / Maste 4 / Skigebiet Saas Fee,http://map.geo.admin.ch/?Y=637125&X=104335&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2325,NW,2,"1 (1, 1)",3
2004/05,23-Jan-05,VS,Lens / Icogne,Combe de la Chaux / Vallon díErtentse,http://map.geo.admin.ch/?Y=602450&X=131200&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2120,NW,2,"2 (2, 2)",3
2004/05,30-Dec-04,BE,St Stephan,Albristhorn / Färmelberg,http://map.geo.admin.ch/?Y=605415&X=150110&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2260,NNW,1,"1 (1, 1)",3
2004/05,30-Dec-04,VS,Bagnes,Pigne díArolla,http://map.geo.admin.ch/?Y=601800&X=92100&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3220,SSE,1,"1 (2, 1)",3
2004/05,27-Dec-04,VS,Riddes,Col de Chassoure / Skigebiet Verbier,http://map.geo.admin.ch/?Y=587650&X=106025&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2700,N,2,"1 (1, 1)",3
2004/05,26-Dec-04,GR,Sent,Piz Davos Lais / Fimbertal,http://map.geo.admin.ch/?Y=814910&X=196340&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2610,NNE,1,"1 (1, 1)",3
2004/05,22-Dec-04,SZ,Oberiberg,Forstberg,http://map.geo.admin.ch/?Y=705460&X=206570&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2120,N,1,"1 (2, 1)",3
2003/04,5-Jun-04,TI,Airolo,Lago di Lucendro / Gotthardpass,http://map.geo.admin.ch/?Y=684760&X=157755&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2160,SSE,1,"1 (2, 0)",
2003/04,21-Feb-04,VS,Liddes,Crêta de Vella,http://map.geo.admin.ch/?Y=579850&X=90750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2160,NNW,1,"1 (2, 1)",2
2003/04,15-Feb-04,GR,Davos,Bäbischluocht / Sertig,http://map.geo.admin.ch/?Y=783155&X=178495&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2120,NE,2,"1 (1, 0)",2
2003/04,25-Jan-04,VS,Bagnes,Col de la Chaux,http://map.geo.admin.ch/?Y=589800&X=102760&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2950,SW,2,"1 (1, 1)",3
2003/04,17-Jan-04,VS,Bagnes,Mont Rogneux / Skigebiet Verbier,http://map.geo.admin.ch/?Y=586450&X=106000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2650,WSW,2,"1 (4, 4)",3
2003/04,15-Jan-04,GR,Tschierv,Ofenpass / Munt Buffalora,http://map.geo.admin.ch/?Y=815545&X=168400&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2400,ESE,1,"1 (3, 2)",3
2003/04,4-Jan-04,VS,Gampel,Einigs Alichji / Niwen / Goppenstein,http://map.geo.admin.ch/?Y=621130&X=134450&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2730,SE,1,"1 (1, 1)",2
2003/04,30-Dec-03,BE,Adelboden,Tschingellochtighorn / Engstligenalp,http://map.geo.admin.ch/?Y=611050&X=143810&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,SW,1,"2 (3, 2)",3
2003/04,29-Dec-03,GR,Davos,Rinerhorn / Nüllisch Grat,http://map.geo.admin.ch/?Y=780788&X=178439&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2260,NW,2,"1 (11, 2)",3
2003/04,19-Dec-03,GR,Tschierv,Ofenpass / Munt Buffalora,http://map.geo.admin.ch/?Y=815580&X=168430&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2385,ESE,1,"1 (2, 2)",2
2002/03,19-Apr-03,VS,Ayer,Col de Sorebois / Zinal,http://map.geo.admin.ch/?Y=611490&X=110325&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2760,E,2,"1 (1, 1)",1
2002/03,15-Apr-03,VS,Bagnes,Grand Tavé / Val de Bagnes,http://map.geo.admin.ch/?Y=590500&X=93500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2990,NE,2,"1 (1, 0)",2
2002/03,24-Feb-03,GR,Juf,Wengahorn,http://map.geo.admin.ch/?Y=763750&X=144700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2730,ENE,1,"1 (2, 1)",1
2002/03,11-Feb-03,VS,Grimentz,Corne de Sorebois / Val de Moiry,http://map.geo.admin.ch/?Y=611100&X=111060&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2680,WSW,2,"1 (1, 0)",3
2002/03,10-Feb-03,UR,Andermatt,Geissberg / Gemsstock,http://map.geo.admin.ch/?Y=689920&X=164260&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1980,NNE,2,"1 (1, 1)",3
2002/03,9-Feb-03,GR,Samedan,Piz Utèr / Crasta Burdun / Val Champagna,http://map.geo.admin.ch/?Y=791475&X=155990&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2960,SW,1,"1 (1, 1)",3
2002/03,8-Feb-03,VS,Simplon,Alter Spittel / Magehorn / Simplonpass,http://map.geo.admin.ch/?Y=643480&X=120900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,SE,1,"1 (4, 2)",3
2002/03,5-Feb-03,VS,Orsières,La Breya / Champex,http://map.geo.admin.ch/?Y=573945&X=97175&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1950,NE,2,"4 (5, 4)",4
2002/03,4-Feb-03,GR,Davos,Brämabüel / Jakobshorn,http://map.geo.admin.ch/?Y=784010&X=184135&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,NE,2,"1 (1, 1)",3
2002/03,10-Jan-03,GR,Lantsch Lenz,Parpaner Rothorn,http://map.geo.admin.ch/?Y=765550&X=179000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2810,SSE,2,"1 (1, 1)",2
2002/03,6-Jan-03,GR,Davos,Totalphorn / Skigebiet Parsenn,http://map.geo.admin.ch/?Y=782445&X=189945&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2245,E,2,"1 (1, 1)",3
2002/03,6-Jan-03,VS,Bourg St Pierre,Pointe de Penne / Combe du Valsorey,http://map.geo.admin.ch/?Y=584410&X=88215&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2750,WSW,1,"3 (3, 3)",3
2002/03,29-Dec-02,GR,Riom Parsonz,Skigebiet Savognin,http://map.geo.admin.ch/?Y=760610&X=158875&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2220,NNE,2,"2 (5, 2)",3
2002/03,3-Nov-02,VS,Fieschertal,Sphinxstollen / Jungfraujoch,http://map.geo.admin.ch/?Y=642025&X=155320&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3480,SE,1,"1 (2, 1)",
2001/02,13-Aug-02,BE,Lauterbrunnen,Eiger W-Flanke,http://map.geo.admin.ch/?Y=642300&X=158500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2900,W,1,"1 (2, 0)",
2001/02,28-Apr-02,VS,Ulrichen,Ritzhörner,http://map.geo.admin.ch/?Y=668120&X=144620&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3020,N,1,"1 (1, 1)",2
2001/02,28-Apr-02,GR,Davos,Piz Grialetsch,http://map.geo.admin.ch/?Y=792250&X=174500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3050,N,1,"1 (1, 1)",2
2001/02,27-Apr-02,VS,Bourg St Pierre,Mont Velan / Bourg St Bernhard,http://map.geo.admin.ch/?Y=584990&X=82500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3600,SW,1,"2 (2, 0)",2
2001/02,21-Apr-02,BE,Kandersteg,Doldenhorn,http://map.geo.admin.ch/?Y=622480&X=146620&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3450,NW,1,"1 (1, 1)",2
2001/02,6-Mar-02,VD,Château díOex,La Para / La Pare,http://map.geo.admin.ch/?Y=578060&X=136900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2450,NE,1,"1 (1, 1)",2
2001/02,5-Mar-02,BE,Gsteig bei Gstaad,Oldenegg,http://map.geo.admin.ch/?Y=584920&X=133250&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1900,NNE,2,"1 (1, 1)",3
2001/02,5-Mar-02,GR,Scuol,Piz Vallatscha,http://map.geo.admin.ch/?Y=820305&X=172570&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2750,ESE,1,"3 (5, 4)",3
